"","building_eval_score","year_built","year_evaluated","wardname","reactive_score"
"2896",85,1951,2024,"Don Valley West",-1
"2897",88,1962,2023,"Etobicoke North",0
"2898",89,1955,2024,"Beaches-East York",0
"2899",82,1957,2023,"Eglinton-Lawrence",0
"2900",71,1957,2023,"Eglinton-Lawrence",0
"2901",88,1966,2024,"Don Valley North",0
"2902",96,1965,2023,"Don Valley North",0
"2903",86,1960,2023,"University-Rosedale",0
"2904",94,1987,2023,"Toronto-Danforth",0
"2905",95,2010,2023,"Toronto-St. Paul's",0
"2906",94,1962,2023,"Humber River-Black Creek",0
"2907",88,2010,2024,"Davenport",-1
"2908",90,2005,2024,"Davenport",0
"2909",85,1966,2023,"Scarborough-Guildwood",0
"2910",90,1960,2023,"York South-Weston",0
"2911",94,1993,2023,"Toronto-Danforth",0
"2912",92,1995,2024,"Toronto-Danforth",-1
"2913",90,1988,2024,"Toronto-Danforth",0
"2914",67,1990,2023,"Toronto-Danforth",0
"2915",84,1948,2024,"Toronto-Danforth",0
"2916",77,1930,2024,"Beaches-East York",0
"2917",77,1930,2024,"Beaches-East York",0
"2918",76,1925,2023,"Beaches-East York",0
"2919",87,1923,2023,"Beaches-East York",0
"2920",71,1965,2023,"Beaches-East York",0
"2921",81,1905,2023,"Beaches-East York",0
"2922",78,1975,2024,"Beaches-East York",0
"2923",87,1928,2024,"Beaches-East York",0
"2924",87,1927,2024,"Beaches-East York",0
"2925",70,1920,2024,"Beaches-East York",0
"2926",87,1940,2024,"Beaches-East York",0
"2927",89,1925,2023,"Beaches-East York",0
"2928",72,1930,2023,"Beaches-East York",0
"2929",69,1920,2023,"Beaches-East York",-1
"2930",89,1920,2023,"Scarborough Southwest",0
"2931",80,1920,2023,"Beaches-East York",0
"2932",94,1932,2023,"Scarborough Southwest",0
"2933",94,1937,2024,"Scarborough Southwest",0
"2934",77,1920,2024,"Beaches-East York",-1
"2935",93,1937,2023,"Scarborough Southwest",0
"2936",82,1957,2023,"Scarborough Southwest",0
"2937",84,1950,2024,"Scarborough Southwest",0
"2938",90,1939,2023,"Parkdale-High Park",0
"2939",82,1939,2024,"Parkdale-High Park",-1
"2940",88,1960,2024,"Parkdale-High Park",0
"2941",96,1952,2024,"Parkdale-High Park",0
"2942",91,1974,2024,"Parkdale-High Park",-1
"2943",82,1962,2023,"Parkdale-High Park",0
"2944",83,1965,2023,"Parkdale-High Park",0
"2945",86,1959,2023,"Parkdale-High Park",0
"2946",90,1973,2024,"Scarborough-Agincourt",0
"2947",97,1967,2023,"Toronto-St. Paul's",0
"2948",89,1970,2024,"Toronto-St. Paul's",0
"2949",42,1955,2023,"University-Rosedale",0
"2950",94,1983,2024,"Beaches-East York",0
"2951",73,1960,2023,"Beaches-East York",0
"2952",95,1955,2023,"Beaches-East York",0
"2953",97,1960,2023,"Beaches-East York",0
"2954",87,1960,2024,"Beaches-East York",0
"2955",79,1960,2024,"Beaches-East York",0
"2956",80,1952,2023,"Beaches-East York",0
"2957",80,1960,2024,"Beaches-East York",0
"2958",83,1940,2024,"Beaches-East York",0
"2959",79,1950,2023,"Beaches-East York",0
"2960",80,1960,2024,"Beaches-East York",0
"2961",81,1960,2024,"Beaches-East York",0
"2962",80,1956,2023,"Beaches-East York",0
"2963",89,1956,2023,"Beaches-East York",0
"2964",90,1952,2023,"Scarborough Southwest",0
"2965",75,1950,2023,"Davenport",0
"2966",88,1953,2024,"Davenport",0
"2967",81,1956,2023,"York South-Weston",0
"2968",85,1956,2023,"York South-Weston",0
"2969",58,1952,2024,"York South-Weston",-1
"2970",78,1958,2023,"York South-Weston",0
"2971",85,1954,2023,"York South-Weston",0
"2972",90,1995,2023,"York South-Weston",0
"2973",94,1957,2024,"York South-Weston",0
"2974",85,1960,2023,"York South-Weston",0
"2975",76,1951,2023,"York South-Weston",0
"2976",82,1967,2023,"York South-Weston",0
"2977",73,1967,2023,"York South-Weston",0
"2978",88,1973,2023,"York South-Weston",-1
"2979",88,1970,2023,"York South-Weston",0
"2980",88,1962,2024,"York South-Weston",0
"2981",82,1962,2024,"York South-Weston",-2
"2982",92,1959,2023,"York South-Weston",-1
"2983",89,1961,2024,"York South-Weston",0
"2984",82,1961,2024,"York South-Weston",-1
"2985",93,1967,2024,"York South-Weston",0
"2986",80,1965,2024,"York South-Weston",0
"2987",89,1962,2024,"York South-Weston",0
"2988",90,1957,2024,"York South-Weston",-1
"2989",85,1960,2024,"York South-Weston",-1
"2990",85,1961,2024,"York South-Weston",0
"2991",92,1960,2023,"York South-Weston",0
"2992",93,1962,2024,"York South-Weston",0
"2993",96,1966,2024,"Scarborough-Guildwood",0
"2994",92,1979,2023,"Scarborough-Guildwood",-1
"2995",59,1960,2024,"Eglinton-Lawrence",-1
"2996",90,1927,2024,"Toronto-Danforth",0
"2997",87,1967,2024,"Toronto-Danforth",0
"2998",91,1973,2024,"Etobicoke-Lakeshore",-1
"2999",95,1957,2024,"Etobicoke-Lakeshore",0
"3000",100,2022,2024,"Toronto-St. Paul's",0
"3001",88,1927,2023,"Toronto-St. Paul's",0
"3002",88,1925,2023,"Toronto-St. Paul's",0
"3003",91,1927,2023,"Toronto-St. Paul's",0
"3004",92,1923,2024,"Toronto-St. Paul's",0
"3005",75,1923,2023,"Toronto-St. Paul's",0
"3006",88,1920,2024,"Toronto-St. Paul's",0
"3007",100,1930,2024,"Toronto-St. Paul's",0
"3008",90,1957,2024,"Toronto-St. Paul's",-1
"3009",90,1970,2024,"Toronto-St. Paul's",0
"3010",87,1963,2023,"Don Valley West",0
"3011",79,1971,2024,"Beaches-East York",-1
"3012",90,1957,2024,"Eglinton-Lawrence",0
"3013",74,1993,2023,"Toronto-Danforth",0
"3014",98,1952,2024,"Humber River-Black Creek",0
"3015",91,2013,2024,"Spadina-Fort York",0
"3016",85,2014,2024,"Toronto Centre",0
"3017",86,1955,2024,"University-Rosedale",0
"3018",68,1969,2023,"Beaches-East York",-5
"3019",79,1965,2023,"Scarborough Centre",0
"3020",64,1958,2024,"Eglinton-Lawrence",0
"3021",97,1970,2023,"Scarborough Southwest",0
"3022",65,1920,2023,"Beaches-East York",0
"3023",74,1920,2023,"Beaches-East York",0
"3024",75,1920,2023,"Beaches-East York",0
"3025",84,1970,2024,"Beaches-East York",0
"3026",95,1954,2023,"Scarborough Southwest",0
"3027",86,1932,2023,"Scarborough Southwest",0
"3028",93,1932,2024,"Scarborough Southwest",0
"3029",93,1954,2023,"Scarborough Southwest",0
"3030",95,1954,2023,"Scarborough Southwest",0
"3031",92,1954,2024,"Scarborough Southwest",0
"3032",93,1954,2024,"Scarborough Southwest",0
"3033",96,1954,2023,"Scarborough Southwest",0
"3034",94,1954,2024,"Scarborough Southwest",0
"3035",93,1954,2024,"Scarborough Southwest",0
"3036",81,1996,2024,"Spadina-Fort York",0
"3037",45,1915,2024,"Davenport",-1
"3038",78,1910,2023,"Parkdale-High Park",0
"3039",83,1917,2024,"Parkdale-High Park",0
"3040",77,1912,2023,"Parkdale-High Park",0
"3041",83,1900,2024,"Parkdale-High Park",0
"3042",77,1900,2023,"Parkdale-High Park",0
"3043",85,1922,2024,"Parkdale-High Park",-1
"3044",90,1950,2024,"York South-Weston",0
"3045",84,1994,2023,"Etobicoke North",0
"3046",98,1987,2024,"Spadina-Fort York",-1
"3047",89,1952,2024,"Scarborough Southwest",0
"3048",90,1952,2023,"Scarborough Southwest",0
"3049",91,1968,2023,"Scarborough Southwest",0
"3050",88,1970,2023,"Scarborough Southwest",0
"3051",89,1968,2023,"Scarborough Southwest",0
"3052",98,1953,2023,"Scarborough Southwest",0
"3053",88,1964,2023,"Scarborough Southwest",0
"3054",92,1965,2024,"Scarborough Southwest",0
"3055",93,1930,2024,"Toronto-St. Paul's",-1
"3056",77,1937,2023,"Toronto-St. Paul's",-1
"3057",92,1926,2023,"Toronto-St. Paul's",0
"3058",79,1938,2023,"Toronto-St. Paul's",0
"3059",92,1970,2023,"Toronto-St. Paul's",0
"3060",86,1959,2023,"Toronto-St. Paul's",0
"3061",94,1960,2024,"Toronto-St. Paul's",0
"3062",79,1920,2024,"Toronto-St. Paul's",0
"3063",89,1920,2023,"Toronto-St. Paul's",0
"3064",100,1969,2023,"Toronto-St. Paul's",0
"3065",69,1930,2023,"Toronto-St. Paul's",0
"3066",97,1900,2024,"Toronto-St. Paul's",0
"3067",91,1920,2023,"Toronto-St. Paul's",0
"3068",89,1989,2024,"Toronto-St. Paul's",0
"3069",88,1956,2024,"Toronto-St. Paul's",0
"3070",88,1982,2024,"Toronto-St. Paul's",0
"3071",94,1986,2023,"Toronto-St. Paul's",0
"3072",94,1921,2024,"Toronto-St. Paul's",0
"3073",71,1929,2023,"Toronto-St. Paul's",0
"3074",93,1963,2024,"York South-Weston",-1
"3075",80,1968,2024,"York South-Weston",0
"3076",82,1972,2024,"York South-Weston",0
"3077",85,1973,2024,"York South-Weston",0
"3078",75,1984,2023,"Humber River-Black Creek",0
"3079",89,1961,2023,"Humber River-Black Creek",0
"3080",83,1960,2023,"Humber River-Black Creek",0
"3081",96,1960,2024,"Humber River-Black Creek",0
"3082",74,1972,2023,"Humber River-Black Creek",-1
"3083",92,1977,2023,"York Centre",0
"3084",83,1977,2024,"York Centre",0
"3085",86,1968,2024,"Etobicoke Centre",0
"3086",81,1968,2023,"Etobicoke Centre",-1
"3087",91,1975,2024,"Etobicoke Centre",0
"3088",89,1975,2024,"Etobicoke Centre",0
"3089",90,1974,2024,"Etobicoke Centre",-1
"3090",97,1974,2023,"Etobicoke Centre",0
"3091",89,1973,2024,"Etobicoke Centre",-1
"3092",74,1920,2024,"Beaches-East York",0
"3093",76,1920,2023,"Beaches-East York",0
"3094",97,1958,2023,"Willowdale",0
"3095",98,1992,2024,"Willowdale",0
"3096",89,1971,2024,"Etobicoke North",-1
"3097",85,1971,2024,"Etobicoke North",-2
"3098",78,1972,2024,"Etobicoke North",0
"3099",76,1959,2024,"York Centre",0
"3100",83,1960,2024,"York Centre",-1
"3101",77,1958,2023,"York Centre",-1
"3102",94,1967,2023,"Eglinton-Lawrence",-1
"3103",98,1973,2023,"Etobicoke-Lakeshore",0
"3104",93,1974,2023,"Etobicoke-Lakeshore",0
"3105",88,1979,2023,"Etobicoke-Lakeshore",0
"3106",94,1979,2024,"Etobicoke-Lakeshore",0
"3107",85,1974,2023,"Etobicoke-Lakeshore",0
"3108",90,1962,2024,"Etobicoke-Lakeshore",0
"3109",92,1969,2024,"Scarborough Southwest",0
"3110",88,1930,2024,"University-Rosedale",-1
"3111",78,1948,2023,"University-Rosedale",0
"3112",97,1989,2023,"University-Rosedale",0
"3113",77,1890,2023,"University-Rosedale",0
"3114",85,1896,2024,"University-Rosedale",0
"3115",90,1907,2023,"University-Rosedale",0
"3116",98,2019,2023,"Toronto-St. Paul's",-1
"3117",88,1974,2024,"Beaches-East York",0
"3118",85,1969,2023,"Beaches-East York",0
"3119",85,1970,2024,"Beaches-East York",0
"3120",84,1971,2023,"Beaches-East York",0
"3121",99,1923,2023,"Toronto Centre",0
"3122",97,1920,2023,"Toronto Centre",0
"3123",97,1909,2023,"Toronto Centre",0
"3124",95,1927,2023,"Toronto Centre",0
"3125",96,1928,2023,"Toronto Centre",0
"3126",89,1928,2024,"Toronto Centre",0
"3127",98,1965,2023,"Toronto Centre",0
"3128",89,1928,2023,"Toronto Centre",0
"3129",86,1962,2023,"Don Valley West",0
"3130",98,1987,2024,"Spadina-Fort York",-1
"3131",80,1988,2024,"Spadina-Fort York",0
"3132",82,1990,2024,"Spadina-Fort York",0
"3133",77,1970,2024,"Etobicoke Centre",-2
"3134",90,1930,2023,"Toronto-St. Paul's",0
"3135",87,1930,2023,"Toronto-St. Paul's",0
"3136",85,1967,2024,"Toronto-St. Paul's",-1
"3137",85,1960,2023,"Toronto-St. Paul's",0
"3138",68,1928,2023,"Toronto-St. Paul's",-1
"3139",96,1960,2024,"Toronto-St. Paul's",0
"3140",86,1967,2023,"Toronto-St. Paul's",0
"3141",93,1965,2023,"Toronto-St. Paul's",0
"3142",86,1967,2023,"Toronto-St. Paul's",0
"3143",90,1963,2024,"Toronto-St. Paul's",0
"3144",65,1960,2024,"Eglinton-Lawrence",0
"3145",90,1967,2024,"Eglinton-Lawrence",0
"3146",83,1957,2024,"Eglinton-Lawrence",0
"3147",81,1957,2023,"Eglinton-Lawrence",0
"3148",82,1957,2023,"Eglinton-Lawrence",0
"3149",92,1994,2023,"Davenport",0
"3150",94,1992,2023,"Davenport",0
"3151",92,1992,2024,"Davenport",0
"3152",93,1959,2024,"Don Valley West",0
"3153",88,1950,2023,"Don Valley West",0
"3154",94,1955,2024,"Scarborough Centre",0
"3155",96,1955,2023,"Scarborough Centre",0
"3156",85,1959,2023,"Scarborough Centre",0
"3157",94,1955,2024,"Scarborough Centre",0
"3158",84,1929,2023,"Davenport",-1
"3159",76,1957,2024,"Davenport",0
"3160",88,1930,2023,"Davenport",0
"3161",89,1930,2023,"Davenport",0
"3162",75,1930,2024,"Davenport",0
"3163",75,1929,2024,"Davenport",-1
"3164",67,1940,2024,"Davenport",-1
"3165",51,1951,2024,"Davenport",0
"3166",81,1974,2024,"Davenport",0
"3167",91,1968,2023,"Don Valley East",0
"3168",64,1967,2023,"Don Valley East",-1
"3169",85,1967,2023,"Don Valley East",0
"3170",98,1964,2024,"Don Valley East",0
"3171",85,1964,2023,"Don Valley East",0
"3172",95,1964,2023,"Don Valley East",0
"3173",83,1962,2024,"Don Valley East",-1
"3174",81,1960,2024,"University-Rosedale",0
"3175",80,1968,2023,"University-Rosedale",0
"3176",87,1952,2024,"University-Rosedale",0
"3177",83,1962,2024,"University-Rosedale",0
"3178",94,1960,2023,"University-Rosedale",0
"3179",90,1956,2024,"University-Rosedale",0
"3180",79,1964,2024,"University-Rosedale",-1
"3181",78,1967,2023,"University-Rosedale",-2
"3182",63,1968,2023,"University-Rosedale",0
"3183",91,1957,2024,"University-Rosedale",-1
"3184",78,1955,2024,"University-Rosedale",-1
"3185",87,1969,2023,"University-Rosedale",0
"3186",85,1965,2023,"York Centre",0
"3187",95,1956,2023,"Eglinton-Lawrence",0
"3188",91,1950,2023,"Eglinton-Lawrence",0
"3189",89,1982,2024,"Eglinton-Lawrence",0
"3190",89,1955,2023,"Eglinton-Lawrence",0
"3191",98,1960,2024,"Eglinton-Lawrence",0
"3192",90,1960,2023,"Eglinton-Lawrence",0
"3193",76,1955,2024,"Eglinton-Lawrence",0
"3194",90,1957,2024,"Eglinton-Lawrence",0
"3195",93,1960,2024,"Eglinton-Lawrence",0
"3196",88,1952,2023,"York Centre",0
"3197",87,1952,2023,"York Centre",0
"3198",85,1950,2023,"York Centre",0
"3199",84,1958,2024,"York Centre",0
"3200",75,1960,2023,"York Centre",0
"3201",74,1958,2023,"York Centre",0
"3202",89,1995,2024,"York Centre",0
"3203",74,1953,2024,"York Centre",0
"3204",77,1953,2024,"York Centre",0
"3205",79,1953,2023,"York Centre",0
"3206",76,1953,2024,"York Centre",0
"3207",73,1955,2024,"York Centre",0
"3208",87,1960,2024,"York Centre",0
"3209",75,1960,2023,"York Centre",0
"3210",92,1960,2023,"York Centre",0
"3211",85,1960,2024,"York Centre",0
"3212",93,1960,2024,"York Centre",0
"3213",87,1960,2024,"York Centre",0
"3214",95,1951,2024,"Don Valley West",0
"3215",91,1920,2024,"Toronto-St. Paul's",-1
"3216",94,1982,2024,"Toronto-St. Paul's",0
"3217",76,1920,2024,"Toronto-St. Paul's",0
"3218",88,1992,2024,"York South-Weston",0
"3219",95,1968,2023,"Scarborough-Guildwood",0
"3220",97,1969,2024,"Scarborough-Guildwood",0
"3221",82,1977,2023,"Scarborough-Guildwood",-4
"3222",93,1970,2023,"Scarborough-Guildwood",0
"3223",91,1967,2023,"Scarborough-Guildwood",0
"3224",69,1900,2024,"University-Rosedale",-1
"3225",92,1965,2023,"Etobicoke Centre",0
"3226",74,1959,2024,"Etobicoke Centre",0
"3227",92,1965,2024,"Etobicoke Centre",0
"3228",94,1965,2023,"Etobicoke Centre",0
"3229",97,1960,2023,"Eglinton-Lawrence",0
"3230",65,1955,2023,"Eglinton-Lawrence",0
"3231",85,1960,2023,"Eglinton-Lawrence",0
"3232",91,1967,2023,"Eglinton-Lawrence",0
"3233",86,1966,2024,"Eglinton-Lawrence",0
"3234",79,1965,2023,"Eglinton-Lawrence",0
"3235",88,1984,2024,"York South-Weston",0
"3236",90,1980,2024,"York South-Weston",0
"3237",95,2011,2024,"Etobicoke Centre",0
"3238",79,1972,2024,"Etobicoke Centre",-1
"3239",82,1968,2024,"Etobicoke Centre",0
"3240",92,1960,2023,"Etobicoke North",0
"3241",93,1971,2023,"Etobicoke North",0
"3242",90,1952,2024,"Etobicoke Centre",0
"3243",90,1959,2023,"Don Valley West",0
"3244",88,1962,2024,"Don Valley East",0
"3245",93,1968,2023,"Etobicoke North",0
"3246",90,1965,2024,"Toronto-St. Paul's",0
"3247",89,1969,2024,"Toronto-St. Paul's",0
"3248",99,1955,2024,"Toronto-St. Paul's",0
"3249",81,1965,2024,"Toronto-St. Paul's",0
"3250",97,2022,2023,"Etobicoke Centre",0
"3251",96,2008,2023,"Don Valley West",0
"3252",99,1955,2023,"Davenport",0
"3253",90,1996,2023,"Toronto-Danforth",0
"3254",96,1957,2024,"Eglinton-Lawrence",0
"3255",76,2019,2024,"Eglinton-Lawrence",0
"3256",85,1957,2023,"Eglinton-Lawrence",0
"3257",98,1957,2024,"Eglinton-Lawrence",0
"3258",94,1969,2023,"Etobicoke North",0
"3259",86,1965,2024,"Beaches-East York",0
"3260",97,1969,2023,"Etobicoke North",0
"3261",92,1969,2024,"Etobicoke North",-1
"3262",80,1990,2024,"Toronto Centre",0
"3263",81,2003,2024,"Spadina-Fort York",0
"3264",95,1970,2023,"Spadina-Fort York",0
"3265",82,1969,2024,"Etobicoke Centre",0
"3266",95,1973,2023,"Etobicoke Centre",0
"3267",89,1972,2024,"Etobicoke Centre",0
"3268",99,1967,2024,"Eglinton-Lawrence",0
"3269",91,1965,2023,"Eglinton-Lawrence",0
"3270",86,1958,2023,"University-Rosedale",0
"3271",86,1965,2024,"University-Rosedale",0
"3272",76,1971,2023,"University-Rosedale",0
"3273",88,1967,2023,"University-Rosedale",0
"3274",93,1927,2023,"Toronto Centre",0
"3275",84,1994,2023,"Toronto Centre",0
"3276",86,1920,2023,"Toronto Centre",0
"3277",95,1980,2024,"Toronto Centre",0
"3278",92,1965,2024,"Toronto Centre",0
"3279",82,1982,2024,"Spadina-Fort York",0
"3280",92,1980,2024,"Spadina-Fort York",0
"3281",100,2017,2023,"University-Rosedale",0
"3282",91,1926,2024,"University-Rosedale",-1
"3283",88,1953,2024,"Beaches-East York",0
"3284",83,1953,2023,"Beaches-East York",0
"3285",96,1953,2023,"Beaches-East York",0
"3286",76,1951,2024,"Etobicoke-Lakeshore",0
"3287",75,1959,2024,"Etobicoke-Lakeshore",-1
"3288",85,1959,2024,"Etobicoke-Lakeshore",-1
"3289",88,1959,2023,"Etobicoke-Lakeshore",0
"3290",96,1970,2023,"Willowdale",0
"3291",82,1969,2024,"Willowdale",0
"3292",81,1966,2024,"Willowdale",0
"3293",81,1969,2024,"York Centre",0
"3294",92,1972,2023,"York Centre",0
"3295",75,1973,2024,"Humber River-Black Creek",0
"3296",84,1966,2023,"Spadina-Fort York",0
"3297",94,1959,2024,"Etobicoke-Lakeshore",-1
"3298",75,1953,2024,"York Centre",0
"3299",89,1965,2024,"York Centre",0
"3300",89,1970,2023,"York Centre",-2
"3301",92,1970,2023,"York Centre",0
"3302",82,1968,2023,"York Centre",-1
"3303",91,1993,2024,"York Centre",0
"3304",88,1960,2024,"York Centre",-1
"3305",84,1960,2023,"York Centre",0
"3306",87,1960,2023,"York Centre",0
"3307",87,1960,2023,"York Centre",0
"3308",85,1968,2024,"York Centre",0
"3309",91,1960,2023,"York Centre",0
"3310",91,1960,2023,"York Centre",0
"3311",92,1958,2023,"York Centre",0
"3312",86,1960,2024,"York Centre",-1
"3313",80,1958,2023,"York Centre",0
"3314",93,1971,2023,"York Centre",-1
"3315",93,1955,2023,"York Centre",0
"3316",75,1958,2023,"York Centre",-1
"3317",84,1958,2023,"York Centre",0
"3318",80,1958,2023,"York Centre",0
"3319",91,1960,2023,"York Centre",0
"3320",90,1960,2024,"York Centre",0
"3321",80,1950,2023,"Humber River-Black Creek",0
"3322",92,1953,2024,"Humber River-Black Creek",0
"3323",84,1950,2023,"Humber River-Black Creek",0
"3324",88,1964,2024,"Humber River-Black Creek",0
"3325",85,1973,2024,"Humber River-Black Creek",-1
"3326",77,1970,2024,"Etobicoke North",-1
"3327",85,1972,2024,"Etobicoke North",-1
"3328",84,1962,2024,"York Centre",0
"3329",96,1981,2023,"Scarborough Southwest",0
"3330",98,2008,2023,"Toronto-Danforth",0
"3331",84,1965,2023,"Humber River-Black Creek",-1
"3332",91,1940,2023,"Toronto-St. Paul's",0
"3333",96,1962,2023,"Eglinton-Lawrence",0
"3334",91,1964,2024,"Parkdale-High Park",-1
"3335",78,1978,2023,"Parkdale-High Park",0
"3336",83,1900,2023,"Parkdale-High Park",0
"3337",91,1960,2023,"Parkdale-High Park",0
"3338",91,1991,2023,"Spadina-Fort York",0
"3339",95,1994,2024,"York South-Weston",0
"3340",99,1965,2023,"Scarborough Centre",0
"3341",95,1993,2023,"Scarborough North",0
"3342",91,2019,2024,"Scarborough-Guildwood",0
"3343",85,1980,2024,"Toronto-St. Paul's",0
"3344",81,1960,2023,"Beaches-East York",0
"3345",85,1980,2024,"Toronto-St. Paul's",0
"3346",96,1999,2023,"Toronto-St. Paul's",0
"3347",92,1965,2024,"Don Valley West",0
"3348",87,1962,2023,"Don Valley West",0
"3349",95,1959,2023,"Scarborough Southwest",0
"3350",96,1959,2023,"Scarborough Southwest",0
"3351",100,1965,2024,"Scarborough Southwest",0
"3352",79,1967,2024,"Scarborough Centre",0
"3353",88,1965,2023,"Scarborough Centre",-4
"3354",72,1967,2023,"Eglinton-Lawrence",-1
"3355",89,1951,2023,"Eglinton-Lawrence",0
"3356",87,1957,2024,"Eglinton-Lawrence",0
"3357",87,1992,2023,"Eglinton-Lawrence",0
"3358",83,2006,2023,"Toronto Centre",0
"3359",96,1961,2023,"Toronto Centre",0
"3360",89,1950,2023,"Parkdale-High Park",0
"3361",86,1953,2023,"Etobicoke North",0
"3362",96,1957,2023,"Etobicoke-Lakeshore",-1
"3363",85,1960,2023,"Etobicoke-Lakeshore",-1
"3364",96,1958,2024,"Etobicoke-Lakeshore",-1
"3365",95,1958,2023,"Etobicoke-Lakeshore",0
"3366",92,1961,2024,"Etobicoke-Lakeshore",-1
"3367",94,1958,2023,"Etobicoke-Lakeshore",0
"3368",86,1955,2024,"Etobicoke-Lakeshore",0
"3369",87,1957,2023,"Etobicoke-Lakeshore",0
"3370",91,1957,2023,"Etobicoke-Lakeshore",0
"3371",96,1963,2023,"Don Valley East",0
"3372",96,1962,2023,"Don Valley East",0
"3373",95,1963,2024,"Don Valley East",0
"3374",99,1962,2023,"Don Valley East",0
"3375",75,1950,2024,"Davenport",-1
"3376",98,1960,2024,"Don Valley East",0
"3377",90,1960,2024,"Don Valley East",0
"3378",78,1960,2023,"York South-Weston",0
"3379",96,1964,2023,"York Centre",0
"3380",94,1965,2024,"York Centre",0
"3381",93,2019,2024,"Toronto-St. Paul's",0
"3382",96,1955,2023,"Etobicoke-Lakeshore",0
"3383",86,1960,2023,"Etobicoke-Lakeshore",0
"3384",94,1954,2023,"Etobicoke-Lakeshore",0
"3385",99,1954,2023,"Etobicoke-Lakeshore",0
"3386",86,1954,2024,"Etobicoke-Lakeshore",-1
"3387",95,1960,2023,"Etobicoke-Lakeshore",0
"3388",94,1960,2023,"Etobicoke-Lakeshore",0
"3389",91,1970,2024,"Etobicoke North",0
"3390",84,1963,2023,"Scarborough-Guildwood",0
"3391",91,1977,2024,"Scarborough-Agincourt",0
"3392",92,1967,2023,"Humber River-Black Creek",0
"3393",91,1974,2023,"Don Valley West",0
"3394",82,2011,2024,"Davenport",0
"3395",83,1923,2024,"Spadina-Fort York",0
"3396",81,2006,2023,"Toronto Centre",0
"3397",81,1948,2023,"Toronto Centre",0
"3398",90,1950,2024,"University-Rosedale",-1
"3399",87,1952,2023,"University-Rosedale",0
"3400",85,1952,2024,"University-Rosedale",0
"3401",100,2012,2023,"Etobicoke-Lakeshore",0
"3402",100,2011,2024,"Etobicoke-Lakeshore",0
"3403",79,1950,2023,"Etobicoke-Lakeshore",0
"3404",88,1965,2023,"Etobicoke-Lakeshore",0
"3405",91,1950,2023,"Etobicoke-Lakeshore",0
"3406",91,1965,2024,"Etobicoke-Lakeshore",0
"3407",96,1958,2024,"Don Valley East",0
"3408",83,1960,2023,"Don Valley East",0
"3409",82,1959,2024,"Don Valley North",0
"3410",96,1970,2023,"Don Valley North",0
"3411",85,1967,2024,"Humber River-Black Creek",0
"3412",96,1955,2024,"Humber River-Black Creek",0
"3413",77,1954,2023,"Humber River-Black Creek",0
"3414",78,1954,2023,"Humber River-Black Creek",-1
"3415",85,1993,2024,"York Centre",-1
"3416",84,1970,2024,"Parkdale-High Park",0
"3417",64,1922,2023,"Parkdale-High Park",0
"3418",92,1962,2023,"Parkdale-High Park",0
"3419",95,1962,2024,"Parkdale-High Park",0
"3420",88,1950,2023,"Don Valley East",0
"3421",91,1965,2023,"Don Valley East",0
"3422",89,1950,2024,"Don Valley East",0
"3423",92,1950,2023,"Don Valley East",0
"3424",91,1956,2023,"Don Valley East",0
"3425",90,1965,2023,"Don Valley East",0
"3426",89,1959,2024,"Don Valley East",0
"3427",93,1965,2023,"Don Valley East",0
"3428",94,1965,2023,"Don Valley East",0
"3429",86,1960,2023,"Don Valley East",0
"3430",85,1950,2023,"Don Valley East",0
"3431",89,1971,2023,"Toronto-St. Paul's",0
"3432",87,1971,2024,"Toronto-St. Paul's",-1
"3433",92,1987,2024,"Toronto-St. Paul's",0
"3434",92,1955,2023,"Toronto-St. Paul's",0
"3435",94,1960,2023,"Toronto-St. Paul's",0
"3436",80,1958,2023,"Toronto-St. Paul's",0
"3437",87,1949,2023,"Scarborough Southwest",0
"3438",95,1979,2023,"Toronto Centre",0
"3439",90,1957,2023,"Eglinton-Lawrence",0
