"","building_eval_score","year_built","year_evaluated","wardname","reactive_score"
"1204",89,1970,2024,"Etobicoke Centre",-1
"1205",93,1966,2023,"Etobicoke Centre",0
"1206",88,1966,2024,"Etobicoke Centre",0
"1207",85,1976,2023,"Willowdale",0
"1208",94,1975,2023,"Willowdale",-1
"1209",95,1968,2024,"Don Valley North",0
"1210",88,1967,2024,"Don Valley North",0
"1211",91,1965,2023,"Don Valley North",0
"1212",77,1956,2023,"Don Valley West",0
"1213",88,1955,2023,"Don Valley West",0
"1214",90,2000,2024,"Spadina-Fort York",0
"1215",97,1963,2024,"Etobicoke-Lakeshore",0
"1216",95,1950,2023,"Etobicoke-Lakeshore",0
"1217",87,1960,2023,"Etobicoke-Lakeshore",0
"1218",92,1959,2023,"Etobicoke-Lakeshore",0
"1219",83,1968,2024,"Humber River-Black Creek",0
"1220",88,1973,2023,"Humber River-Black Creek",0
"1221",76,1972,2023,"Humber River-Black Creek",0
"1222",93,1960,2024,"Etobicoke-Lakeshore",0
"1223",83,1957,2023,"Etobicoke-Lakeshore",0
"1224",91,1958,2024,"Etobicoke-Lakeshore",0
"1225",93,1983,2024,"Etobicoke-Lakeshore",0
"1226",88,1958,2024,"Don Valley East",0
"1227",91,1958,2023,"Scarborough Southwest",0
"1228",91,1962,2023,"Scarborough Southwest",0
"1229",96,1982,2023,"Toronto Centre",0
"1230",92,1993,2023,"York South-Weston",0
"1231",95,1994,2023,"Scarborough-Guildwood",0
"1232",86,1950,2024,"Toronto-Danforth",0
"1233",90,1958,2023,"Toronto-Danforth",-1
"1234",91,1964,2023,"Toronto-Danforth",-1
"1235",92,1960,2024,"Toronto-Danforth",0
"1236",89,1970,2024,"Toronto-Danforth",0
"1237",92,1974,2024,"Toronto-Danforth",0
"1238",85,1955,2024,"Toronto-Danforth",-1
"1239",99,1958,2024,"Toronto-Danforth",0
"1240",88,1964,2024,"Toronto-Danforth",0
"1241",100,1961,2023,"Toronto-Danforth",0
"1242",100,1961,2023,"Toronto-Danforth",0
"1243",86,1965,2023,"Toronto-Danforth",0
"1244",82,1960,2024,"Toronto-Danforth",-1
"1245",99,1950,2023,"Toronto-Danforth",0
"1246",96,1954,2024,"Toronto-St. Paul's",0
"1247",83,1969,2024,"Etobicoke North",-1
"1248",90,1970,2023,"Etobicoke North",0
"1249",78,1959,2024,"York Centre",0
"1250",65,1966,2023,"Don Valley East",0
"1251",93,1975,2023,"Scarborough-Rouge Park",0
"1252",92,1975,2023,"Scarborough-Rouge Park",0
"1253",94,1975,2023,"Scarborough-Rouge Park",0
"1254",76,1975,2024,"Scarborough-Rouge Park",0
"1255",93,1975,2023,"Scarborough-Rouge Park",0
"1256",96,1975,2023,"Scarborough-Rouge Park",0
"1257",76,1975,2024,"Scarborough-Rouge Park",0
"1258",79,1975,2024,"Scarborough-Rouge Park",0
"1259",81,1975,2024,"Scarborough-Rouge Park",0
"1260",88,1975,2023,"Scarborough-Rouge Park",0
"1261",88,1975,2023,"Scarborough-Rouge Park",0
"1262",97,2022,2024,"York Centre",0
"1263",77,1986,2023,"Toronto Centre",0
"1264",87,1939,2024,"Toronto Centre",0
"1265",68,1969,2024,"Toronto Centre",-1
"1266",96,2007,2023,"Toronto Centre",0
"1267",72,1930,2023,"Toronto Centre",0
"1268",84,1991,2023,"Toronto Centre",0
"1269",81,1976,2024,"Toronto Centre",0
"1270",78,1980,2024,"Toronto Centre",0
"1271",92,1891,2023,"Toronto Centre",0
"1272",85,1950,2023,"Toronto-Danforth",0
"1273",93,1996,2024,"Toronto-Danforth",0
"1274",96,1994,2023,"Toronto-Danforth",0
"1275",56,1965,2023,"Toronto-Danforth",0
"1276",90,1960,2024,"Beaches-East York",0
"1277",85,1958,2023,"Beaches-East York",0
"1278",89,1950,2024,"Beaches-East York",0
"1279",77,1910,2024,"Beaches-East York",0
"1280",75,1930,2024,"Beaches-East York",0
"1281",37,1967,2023,"Beaches-East York",0
"1282",85,1991,2024,"Beaches-East York",0
"1283",91,1954,2023,"Scarborough Southwest",0
"1284",97,2018,2023,"University-Rosedale",0
"1285",94,1973,2024,"University-Rosedale",0
"1286",98,2020,2023,"University-Rosedale",0
"1287",93,1930,2023,"Toronto Centre",0
"1288",75,1960,2024,"Davenport",0
"1289",80,1960,2023,"Davenport",0
"1290",89,1954,2023,"Scarborough Centre",0
"1291",79,1970,2024,"Scarborough Centre",-2
"1292",93,1970,2023,"Scarborough Centre",0
"1293",94,1980,2023,"Scarborough Centre",0
"1294",94,1980,2024,"Scarborough Centre",0
"1295",95,1980,2023,"Scarborough Centre",0
"1296",88,1965,2024,"Parkdale-High Park",-1
"1297",87,1911,2023,"Davenport",0
"1298",84,1984,2024,"Scarborough Centre",0
"1299",87,1974,2024,"Scarborough Centre",0
"1300",83,1971,2024,"Scarborough Centre",0
"1301",94,2001,2024,"Toronto-Danforth",0
"1302",93,1971,2023,"Don Valley North",-1
"1303",91,1971,2023,"Don Valley North",0
"1304",86,1960,2024,"Don Valley West",0
"1305",71,1958,2023,"Don Valley West",0
"1306",95,1979,2023,"Scarborough-Rouge Park",0
"1307",85,1956,2023,"Eglinton-Lawrence",0
"1308",86,1967,2024,"Eglinton-Lawrence",0
"1309",91,1974,2023,"Eglinton-Lawrence",0
"1310",75,1960,2023,"Eglinton-Lawrence",0
"1311",90,1965,2024,"Etobicoke North",0
"1312",88,1965,2024,"Etobicoke North",0
"1313",92,1965,2023,"Etobicoke North",0
"1314",86,1961,2023,"Scarborough Southwest",0
"1315",94,1979,2023,"Scarborough Southwest",0
"1316",93,1965,2024,"Scarborough-Guildwood",0
"1317",78,1969,2023,"Humber River-Black Creek",0
"1318",93,1973,2024,"Humber River-Black Creek",0
"1319",80,1992,2024,"Toronto-Danforth",-1
"1320",81,1920,2024,"Toronto-Danforth",0
"1321",94,1929,2024,"Toronto-Danforth",0
"1322",90,1922,2024,"Toronto-Danforth",0
"1323",83,1910,2024,"Toronto-Danforth",0
"1324",96,1968,2024,"Toronto-Danforth",0
"1325",97,1972,2024,"Toronto-Danforth",0
"1326",82,1929,2024,"Toronto-Danforth",0
"1327",88,1950,2023,"Toronto-Danforth",-1
"1328",85,1970,2024,"Scarborough Southwest",-1
"1329",98,1980,2023,"Toronto Centre",0
"1330",89,2009,2023,"Toronto Centre",0
"1331",94,2005,2023,"Spadina-Fort York",0
"1332",84,1983,2024,"Spadina-Fort York",0
"1333",82,1987,2024,"Spadina-Fort York",0
"1334",70,1967,2023,"York Centre",0
"1335",91,1993,2023,"Toronto-St. Paul's",0
"1336",95,1957,2024,"Etobicoke-Lakeshore",0
"1337",97,1950,2024,"Etobicoke-Lakeshore",0
"1338",94,1950,2023,"Etobicoke-Lakeshore",0
"1339",97,1963,2023,"Toronto Centre",0
"1340",99,1963,2023,"Toronto Centre",0
"1341",90,1963,2024,"Toronto Centre",0
"1342",72,1968,2023,"Toronto Centre",0
"1343",96,1966,2023,"Etobicoke Centre",0
"1344",85,1957,2024,"Eglinton-Lawrence",0
"1345",97,1992,2024,"Scarborough-Guildwood",0
"1346",86,1954,2024,"Etobicoke Centre",-1
"1347",94,1950,2024,"Etobicoke Centre",-2
"1348",84,1954,2024,"Etobicoke Centre",-1
"1349",94,1960,2023,"Etobicoke Centre",0
"1350",91,1954,2024,"Etobicoke Centre",0
"1351",81,1953,2023,"Etobicoke Centre",0
"1352",77,1958,2024,"Etobicoke Centre",-1
"1353",92,1955,2024,"Etobicoke Centre",0
"1354",87,1943,2023,"Etobicoke Centre",0
"1355",82,1953,2024,"Etobicoke Centre",0
"1356",32,1950,2024,"Etobicoke Centre",0
"1357",89,1950,2023,"York Centre",0
"1358",85,1958,2024,"York Centre",0
"1359",89,1960,2024,"York Centre",0
"1360",90,1979,2023,"York Centre",0
"1361",99,1971,2023,"Scarborough Centre",0
"1362",89,1971,2024,"Scarborough Centre",0
"1363",96,1972,2023,"Scarborough Centre",0
"1364",97,1974,2023,"Scarborough Centre",0
"1365",94,1957,2024,"Etobicoke-Lakeshore",0
"1366",84,1972,2023,"Humber River-Black Creek",0
"1367",93,1972,2024,"Humber River-Black Creek",0
"1368",91,1930,2024,"Toronto-St. Paul's",0
"1369",86,1930,2024,"Toronto-St. Paul's",0
"1370",92,1960,2024,"York South-Weston",0
"1371",94,1953,2023,"York South-Weston",0
"1372",90,1984,2023,"University-Rosedale",0
"1373",97,1964,2024,"Etobicoke North",0
"1374",90,1968,2023,"Spadina-Fort York",0
"1375",93,1974,2023,"Scarborough-Agincourt",0
"1376",98,1974,2023,"Scarborough-Agincourt",0
"1377",90,1974,2023,"Scarborough-Agincourt",0
"1378",92,1974,2023,"Scarborough-Agincourt",0
"1379",89,1959,2023,"University-Rosedale",0
"1380",95,1956,2024,"Toronto-St. Paul's",0
"1381",91,1925,2023,"Toronto-St. Paul's",0
"1382",94,1925,2024,"Toronto-St. Paul's",0
"1383",92,1925,2024,"Toronto-St. Paul's",0
"1384",93,1925,2024,"Toronto-St. Paul's",0
"1385",96,1931,2023,"Toronto-St. Paul's",0
"1386",94,1931,2024,"Toronto-St. Paul's",-1
"1387",91,1926,2024,"Toronto-St. Paul's",0
"1388",88,1957,2024,"Toronto-St. Paul's",0
"1389",92,1956,2024,"Toronto-St. Paul's",-1
"1390",86,1952,2023,"Toronto-St. Paul's",0
"1391",78,1955,2023,"Toronto-St. Paul's",0
"1392",93,1955,2024,"Toronto-St. Paul's",-1
"1393",88,1956,2024,"Toronto-St. Paul's",0
"1394",93,1955,2024,"Toronto-St. Paul's",0
"1395",91,1952,2023,"Toronto-St. Paul's",0
"1396",94,1948,2023,"Toronto-St. Paul's",0
"1397",89,1951,2024,"Toronto-St. Paul's",0
"1398",85,1952,2023,"Toronto-St. Paul's",0
"1399",85,1950,2023,"Toronto-St. Paul's",0
"1400",87,1960,2024,"Toronto-St. Paul's",-1
"1401",87,1960,2023,"Toronto-St. Paul's",0
"1402",90,1960,2024,"Toronto-St. Paul's",-1
"1403",89,1965,2024,"Toronto-St. Paul's",-1
"1404",96,1960,2023,"Eglinton-Lawrence",0
"1405",90,1961,2023,"Eglinton-Lawrence",0
"1406",85,1955,2024,"Eglinton-Lawrence",0
"1407",82,1953,2024,"Eglinton-Lawrence",0
"1408",84,1950,2024,"Eglinton-Lawrence",0
"1409",97,1950,2023,"Eglinton-Lawrence",0
"1410",86,1950,2024,"Eglinton-Lawrence",0
"1411",96,1969,2023,"Eglinton-Lawrence",0
"1412",77,1927,2023,"University-Rosedale",0
"1413",65,1957,2024,"Toronto-St. Paul's",-1
"1414",100,1966,2023,"Toronto-St. Paul's",0
"1415",100,2017,2023,"Toronto-St. Paul's",0
"1416",97,1965,2023,"Toronto-St. Paul's",0
"1417",92,1968,2023,"Toronto-St. Paul's",0
"1418",99,1968,2023,"Toronto-St. Paul's",0
"1419",89,1968,2024,"Toronto-St. Paul's",0
"1420",87,1962,2024,"Don Valley West",0
"1421",90,1930,2024,"Toronto-St. Paul's",-1
"1422",93,1930,2023,"Toronto-St. Paul's",0
"1423",92,1965,2023,"Toronto-St. Paul's",0
"1424",89,1954,2024,"Toronto-St. Paul's",0
"1425",75,1968,2023,"Beaches-East York",0
"1426",75,1960,2023,"Beaches-East York",0
"1427",84,1965,2024,"Beaches-East York",0
"1428",86,1967,2024,"Beaches-East York",0
"1429",74,1905,2024,"Davenport",0
"1430",90,1950,2023,"Don Valley East",0
"1431",71,1962,2023,"Don Valley East",0
"1432",99,1962,2024,"Don Valley East",0
"1433",71,1919,2023,"University-Rosedale",-1
"1434",93,1929,2024,"University-Rosedale",-1
"1435",81,1956,2023,"Etobicoke-Lakeshore",0
"1436",97,1927,2024,"Toronto-Danforth",0
"1437",76,1960,2023,"Toronto-Danforth",-2
"1438",76,1918,2023,"Spadina-Fort York",0
"1439",83,1930,2024,"University-Rosedale",0
"1440",90,1918,2023,"Toronto-St. Paul's",0
"1441",92,1993,2023,"Toronto-St. Paul's",0
"1442",79,1916,2023,"Toronto-St. Paul's",0
"1443",95,1965,2024,"Toronto-St. Paul's",-1
"1444",83,1933,2023,"Toronto-St. Paul's",0
"1445",93,1959,2023,"Toronto-St. Paul's",0
"1446",92,1932,2023,"Toronto-St. Paul's",0
"1447",84,1932,2023,"Toronto-St. Paul's",0
"1448",83,1943,2023,"Toronto-St. Paul's",0
"1449",93,1943,2024,"Toronto-St. Paul's",-2
"1450",91,1943,2024,"Toronto-St. Paul's",0
"1451",80,1940,2023,"Toronto-St. Paul's",0
"1452",90,1926,2023,"Toronto-St. Paul's",0
"1453",88,1926,2024,"Toronto-St. Paul's",0
"1454",89,1926,2023,"Toronto-St. Paul's",0
"1455",87,1926,2024,"Toronto-St. Paul's",0
"1456",92,1940,2024,"Toronto-St. Paul's",0
"1457",89,1940,2024,"Toronto-St. Paul's",0
"1458",71,1950,2023,"Toronto-St. Paul's",-2
"1459",84,1955,2024,"Toronto-St. Paul's",-1
"1460",88,1948,2023,"Toronto-St. Paul's",0
"1461",92,1960,2023,"Toronto-St. Paul's",0
"1462",86,1939,2023,"Toronto-St. Paul's",0
"1463",90,1923,2024,"Toronto-St. Paul's",-1
"1464",83,1954,2023,"Toronto-St. Paul's",0
"1465",96,1930,2024,"Toronto-St. Paul's",0
"1466",83,1950,2024,"Toronto-St. Paul's",-2
"1467",93,1950,2023,"Toronto-St. Paul's",0
"1468",86,1941,2023,"Toronto-St. Paul's",0
"1469",83,1953,2024,"Toronto-St. Paul's",0
"1470",58,1937,2024,"Toronto-St. Paul's",-1
"1471",84,1951,2024,"Toronto-St. Paul's",-1
"1472",63,1949,2024,"Toronto-St. Paul's",-1
"1473",98,1953,2024,"Eglinton-Lawrence",0
"1474",89,1964,2023,"Eglinton-Lawrence",0
"1475",89,1953,2024,"Eglinton-Lawrence",0
"1476",86,1976,2024,"Eglinton-Lawrence",0
"1477",93,1952,2024,"Eglinton-Lawrence",0
"1478",83,1953,2023,"Eglinton-Lawrence",0
"1479",92,1961,2024,"Eglinton-Lawrence",0
"1480",64,1960,2024,"Eglinton-Lawrence",0
"1481",97,1964,2024,"Eglinton-Lawrence",0
"1482",75,1960,2024,"Eglinton-Lawrence",0
"1483",96,1992,2024,"Eglinton-Lawrence",0
"1484",98,1983,2023,"Eglinton-Lawrence",0
"1485",96,1960,2023,"Eglinton-Lawrence",0
"1486",94,1955,2023,"Eglinton-Lawrence",0
"1487",92,1955,2023,"Eglinton-Lawrence",0
"1488",76,1955,2024,"Eglinton-Lawrence",0
"1489",90,1984,2024,"Eglinton-Lawrence",0
"1490",94,1965,2023,"Eglinton-Lawrence",0
"1491",97,1958,2023,"Eglinton-Lawrence",0
"1492",87,1960,2024,"Eglinton-Lawrence",0
"1493",87,1960,2023,"Eglinton-Lawrence",0
"1494",91,1974,2024,"Eglinton-Lawrence",0
"1495",97,1958,2023,"Eglinton-Lawrence",0
"1496",79,1964,2023,"Eglinton-Lawrence",0
"1497",98,2005,2023,"York Centre",0
"1498",92,1960,2023,"York Centre",0
"1499",89,1960,2023,"York Centre",0
"1500",83,1960,2024,"York Centre",0
"1501",95,1958,2023,"York Centre",0
"1502",97,1958,2024,"York Centre",0
"1503",86,1958,2024,"York Centre",0
"1504",94,1958,2023,"York Centre",0
"1505",89,1958,2024,"York Centre",0
"1506",88,1960,2024,"York Centre",0
"1507",90,1950,2023,"York Centre",0
"1508",76,1958,2023,"York Centre",0
"1509",70,1953,2024,"York Centre",0
"1510",87,1962,2024,"York Centre",0
"1511",83,1950,2024,"York Centre",0
"1512",78,1950,2024,"York Centre",0
"1513",79,1955,2024,"York Centre",0
"1514",80,1955,2024,"York Centre",0
"1515",91,1959,2024,"York Centre",0
"1516",72,1964,2023,"York Centre",0
"1517",90,1966,2023,"York Centre",0
"1518",89,1967,2024,"York Centre",0
"1519",80,1950,2024,"York Centre",0
"1520",76,1956,2024,"York Centre",0
"1521",89,1983,2023,"York Centre",0
"1522",91,1989,2023,"York Centre",0
"1523",88,1960,2024,"York Centre",0
"1524",98,1969,2024,"York Centre",0
"1525",88,1960,2024,"York Centre",0
"1526",96,1962,2023,"York Centre",0
"1527",88,1980,2024,"York Centre",0
"1528",91,1965,2024,"York Centre",0
"1529",90,1961,2023,"York Centre",0
"1530",93,1963,2023,"York Centre",0
"1531",97,1962,2024,"York Centre",0
"1532",79,1968,2023,"York Centre",0
"1533",97,1959,2024,"Willowdale",0
"1534",96,1959,2023,"Willowdale",0
"1535",84,1964,2024,"York Centre",0
"1536",95,1964,2023,"York Centre",0
"1537",90,1969,2023,"York Centre",0
"1538",95,1967,2023,"York Centre",0
"1539",96,1967,2024,"York Centre",0
"1540",92,1970,2023,"York Centre",0
"1541",79,1982,2024,"Willowdale",0
"1542",92,1971,2024,"Willowdale",0
"1543",90,1960,2023,"Willowdale",0
"1544",94,1960,2024,"Willowdale",0
"1545",91,1969,2024,"York Centre",0
"1546",88,1972,2023,"York Centre",0
"1547",97,1974,2024,"Scarborough-Agincourt",0
"1548",89,1971,2024,"Scarborough-Agincourt",0
"1549",95,2013,2024,"Spadina-Fort York",0
"1550",98,2005,2024,"Toronto Centre",0
"1551",93,1979,2024,"Toronto Centre",0
"1552",80,1940,2024,"Don Valley West",0
"1553",90,1954,2024,"Don Valley West",-1
"1554",96,1965,2023,"Don Valley West",0
"1555",96,1953,2023,"Don Valley West",0
"1556",94,1953,2024,"Don Valley West",0
"1557",85,1950,2023,"Don Valley West",0
"1558",99,2006,2023,"Don Valley West",0
"1559",72,1941,2024,"Don Valley West",-1
"1560",74,1960,2023,"Don Valley West",0
"1561",92,1965,2024,"Don Valley West",0
"1562",93,1965,2023,"Don Valley West",0
"1563",87,1911,2024,"Don Valley West",-1
"1564",92,1964,2024,"Don Valley North",-1
"1565",94,1971,2024,"Don Valley North",0
"1566",97,1971,2023,"Don Valley North",0
"1567",97,1971,2024,"Don Valley North",0
"1568",90,1932,2023,"Davenport",0
"1569",95,1960,2023,"Eglinton-Lawrence",0
"1570",86,2004,2024,"University-Rosedale",-1
"1571",88,1924,2024,"Beaches-East York",0
"1572",77,1971,2024,"Beaches-East York",0
"1573",99,2003,2023,"Willowdale",0
"1574",77,1964,2023,"Scarborough Centre",0
"1575",92,1885,2023,"University-Rosedale",0
"1576",75,1971,2023,"York South-Weston",-1
"1577",88,1960,2023,"Beaches-East York",0
"1578",91,1960,2024,"Etobicoke North",0
"1579",90,1960,2023,"Etobicoke North",0
"1580",91,1960,2023,"Etobicoke North",0
"1581",90,1960,2023,"Etobicoke North",0
"1582",87,2007,2024,"Etobicoke North",0
"1583",99,2013,2023,"Toronto Centre",0
"1584",94,1966,2024,"University-Rosedale",0
"1585",92,1954,2024,"Etobicoke-Lakeshore",0
"1586",84,1954,2023,"Etobicoke-Lakeshore",0
"1587",88,1954,2024,"Etobicoke-Lakeshore",0
"1588",89,1940,2024,"Etobicoke-Lakeshore",-1
"1589",85,1950,2024,"Etobicoke-Lakeshore",0
"1590",93,1952,2023,"Etobicoke-Lakeshore",0
"1591",82,1952,2023,"Etobicoke-Lakeshore",0
"1592",94,1956,2024,"Etobicoke-Lakeshore",0
"1593",96,1958,2024,"Etobicoke-Lakeshore",0
"1594",95,1956,2023,"Etobicoke-Lakeshore",0
"1595",94,1954,2023,"Etobicoke-Lakeshore",0
"1596",90,1952,2024,"Etobicoke-Lakeshore",-1
"1597",94,1965,2023,"Etobicoke-Lakeshore",0
"1598",94,1953,2024,"Etobicoke-Lakeshore",0
"1599",94,1954,2024,"Etobicoke-Lakeshore",0
"1600",86,1954,2023,"Etobicoke-Lakeshore",0
"1601",90,1959,2024,"Etobicoke Centre",-1
"1602",94,1959,2023,"Etobicoke Centre",0
"1603",90,1952,2024,"Etobicoke Centre",-1
"1604",92,1952,2023,"Etobicoke Centre",0
"1605",94,1952,2023,"Etobicoke Centre",0
"1606",90,1952,2024,"Etobicoke Centre",-1
"1607",91,1952,2024,"Etobicoke Centre",-1
"1608",89,1952,2024,"Etobicoke Centre",-1
"1609",89,1952,2023,"Etobicoke Centre",0
"1610",93,1952,2024,"Etobicoke Centre",-1
"1611",93,1952,2024,"Etobicoke Centre",-1
"1612",92,1952,2023,"Etobicoke Centre",-1
"1613",95,1959,2023,"Eglinton-Lawrence",0
"1614",92,1956,2024,"Eglinton-Lawrence",0
"1615",95,1955,2023,"Don Valley East",0
"1616",95,1955,2024,"Don Valley East",0
"1617",92,1955,2023,"Don Valley East",0
"1618",96,1955,2023,"Don Valley East",0
"1619",95,1951,2024,"Don Valley East",0
"1620",94,1955,2023,"Etobicoke-Lakeshore",0
"1621",65,1955,2023,"Etobicoke-Lakeshore",0
"1622",82,1950,2024,"Etobicoke-Lakeshore",0
"1623",82,1955,2023,"Etobicoke-Lakeshore",0
"1624",92,1955,2023,"Etobicoke-Lakeshore",0
"1625",93,1955,2024,"Etobicoke-Lakeshore",0
"1626",68,1955,2024,"Etobicoke-Lakeshore",0
"1627",79,1950,2024,"Etobicoke-Lakeshore",-1
"1628",77,1950,2024,"Etobicoke-Lakeshore",-1
"1629",84,1962,2024,"Scarborough Southwest",0
"1630",92,1960,2023,"Scarborough Southwest",0
"1631",89,1960,2023,"Scarborough Southwest",0
"1632",95,1969,2023,"Scarborough Southwest",0
"1633",91,2011,2024,"Scarborough Southwest",0
"1634",91,1974,2023,"Scarborough Southwest",0
"1635",84,1972,2024,"Scarborough Southwest",0
"1636",91,1960,2023,"Scarborough Southwest",0
"1637",88,1969,2024,"Scarborough Southwest",0
"1638",96,1963,2023,"Scarborough Southwest",0
"1639",80,1960,2024,"Scarborough Southwest",0
"1640",84,1961,2023,"Scarborough Southwest",0
"1641",92,1992,2023,"Scarborough Southwest",0
"1642",88,1972,2023,"Scarborough Centre",0
"1643",93,1965,2024,"Scarborough Centre",0
"1644",88,1960,2024,"Scarborough Centre",0
"1645",87,1955,2024,"Scarborough Centre",-1
"1646",92,1960,2024,"Scarborough Centre",0
"1647",93,1967,2024,"Scarborough Centre",0
"1648",90,1960,2023,"Scarborough Centre",0
"1649",92,1956,2023,"Scarborough Centre",0
"1650",87,1960,2024,"Scarborough Centre",-1
"1651",70,1950,2023,"Scarborough Centre",-1
"1652",89,1971,2023,"Scarborough-Agincourt",0
"1653",87,1950,2024,"Etobicoke-Lakeshore",0
"1654",89,1965,2024,"Etobicoke-Lakeshore",0
"1655",82,1987,2024,"Spadina-Fort York",0
"1656",93,1965,2023,"Etobicoke North",0
"1657",91,1965,2024,"Etobicoke North",0
"1658",88,1962,2023,"Etobicoke North",0
"1659",70,1962,2024,"Etobicoke North",-1
"1660",61,1968,2024,"Etobicoke North",-1
"1661",97,1969,2024,"Toronto-Danforth",-1
"1662",91,1980,2023,"Toronto Centre",0
"1663",85,1969,2023,"Toronto Centre",0
"1664",94,1969,2023,"Toronto Centre",0
"1665",75,1969,2024,"Toronto Centre",-3
"1666",78,1972,2024,"University-Rosedale",-1
"1667",88,1979,2024,"University-Rosedale",0
"1668",98,1948,2023,"Toronto Centre",0
"1669",85,1963,2024,"University-Rosedale",0
"1670",92,1980,2023,"University-Rosedale",-1
"1671",82,1970,2023,"University-Rosedale",0
"1672",89,1920,2024,"University-Rosedale",0
"1673",90,1920,2024,"University-Rosedale",0
"1674",83,1989,2023,"University-Rosedale",0
"1675",58,1928,2024,"Davenport",0
"1676",75,1926,2023,"Davenport",0
"1677",72,1923,2023,"Davenport",0
"1678",84,1930,2023,"Parkdale-High Park",0
"1679",87,1992,2023,"Parkdale-High Park",0
"1680",95,1960,2024,"Parkdale-High Park",0
"1681",88,1930,2024,"Parkdale-High Park",-1
"1682",92,1982,2023,"Parkdale-High Park",0
"1683",100,1992,2023,"Parkdale-High Park",0
"1684",67,1924,2023,"Parkdale-High Park",0
"1685",88,1914,2024,"Parkdale-High Park",0
"1686",78,1914,2023,"Parkdale-High Park",0
"1687",88,1940,2024,"Parkdale-High Park",0
"1688",84,1940,2024,"Parkdale-High Park",-1
"1689",87,1930,2024,"Parkdale-High Park",-1
"1690",79,1929,2023,"Parkdale-High Park",0
"1691",93,1920,2023,"Parkdale-High Park",0
"1692",92,1923,2024,"Parkdale-High Park",0
"1693",80,1935,2024,"Parkdale-High Park",-1
"1694",89,1938,2024,"Parkdale-High Park",0
"1695",88,1940,2024,"Parkdale-High Park",-1
"1696",88,1944,2024,"Parkdale-High Park",-1
"1697",81,1944,2024,"Parkdale-High Park",-1
"1698",90,1960,2024,"Etobicoke-Lakeshore",-1
"1699",87,1952,2023,"Etobicoke-Lakeshore",0
"1700",81,1927,2024,"Etobicoke-Lakeshore",-1
"1701",80,1940,2023,"Etobicoke-Lakeshore",0
"1702",93,1960,2023,"Etobicoke-Lakeshore",-1
"1703",95,1949,2024,"Etobicoke-Lakeshore",0
"1704",89,1949,2024,"Etobicoke-Lakeshore",-1
"1705",92,1949,2024,"Etobicoke-Lakeshore",0
"1706",87,1949,2023,"Etobicoke-Lakeshore",0
"1707",89,1949,2024,"Etobicoke-Lakeshore",-1
"1708",87,1957,2023,"Etobicoke-Lakeshore",0
"1709",88,1955,2024,"Etobicoke-Lakeshore",0
"1710",94,1955,2023,"Etobicoke-Lakeshore",0
"1711",92,1968,2024,"Etobicoke Centre",-1
"1712",87,1957,2024,"Eglinton-Lawrence",0
"1713",66,1967,2023,"Willowdale",-1
"1714",90,1976,2024,"Scarborough-Agincourt",0
"1715",76,1987,2023,"University-Rosedale",0
"1716",88,1928,2024,"Toronto-St. Paul's",0
"1717",85,1989,2024,"Toronto-St. Paul's",0
"1718",88,1961,2024,"Toronto-St. Paul's",0
"1719",98,1973,2023,"Toronto-St. Paul's",0
"1720",91,1963,2024,"Toronto-St. Paul's",-1
"1721",90,1964,2023,"Toronto-St. Paul's",0
"1722",95,1964,2024,"Toronto-St. Paul's",0
"1723",96,1963,2024,"Toronto-St. Paul's",0
"1724",88,1970,2023,"Don Valley West",0
"1725",99,2015,2023,"Don Valley West",0
"1726",87,1990,2024,"York South-Weston",0
"1727",84,1967,2023,"Parkdale-High Park",0
"1728",91,1977,2024,"Parkdale-High Park",0
"1729",89,1940,2023,"Parkdale-High Park",0
"1730",71,1967,2024,"Parkdale-High Park",0
"1731",71,1969,2024,"Parkdale-High Park",0
"1732",65,1940,2024,"Parkdale-High Park",0
"1733",79,1914,2023,"Parkdale-High Park",0
"1734",90,1918,2023,"Parkdale-High Park",0
"1735",89,1920,2024,"Parkdale-High Park",0
"1736",89,1930,2023,"Parkdale-High Park",0
"1737",84,1960,2023,"Parkdale-High Park",0
"1738",91,1964,2023,"Toronto Centre",0
"1739",66,1945,2023,"Davenport",0
"1740",80,1945,2024,"Davenport",-1
"1741",89,1956,2023,"University-Rosedale",0
"1742",93,1955,2023,"University-Rosedale",0
"1743",75,1967,2024,"Etobicoke North",-1
"1744",87,1968,2024,"Willowdale",0
"1745",90,1968,2024,"Willowdale",0
"1746",91,1968,2023,"Scarborough Southwest",0
"1747",89,1970,2023,"Scarborough Southwest",0
"1748",91,1971,2024,"Scarborough Southwest",-1
"1749",84,1971,2024,"Scarborough Southwest",0
"1750",99,1931,2023,"Toronto-Danforth",0
"1751",93,1960,2024,"Scarborough Centre",0
"1752",87,1950,2024,"Don Valley East",0
"1753",90,1950,2023,"Don Valley East",0
"1754",89,1950,2024,"Don Valley East",0
"1755",92,1989,2023,"Don Valley East",0
"1756",96,1960,2023,"Don Valley East",0
"1757",93,1960,2023,"Don Valley East",0
"1758",92,1963,2023,"Don Valley East",0
"1759",84,1962,2023,"Don Valley East",0
"1760",90,1966,2023,"Etobicoke Centre",-1
"1761",89,1966,2024,"Etobicoke Centre",0
"1762",87,1960,2024,"Etobicoke Centre",0
"1763",80,1969,2024,"Etobicoke Centre",-1
"1764",95,1972,2024,"Etobicoke Centre",0
"1765",91,1983,2023,"Spadina-Fort York",0
